"AUTEUR	DATUM	PARTIJ	CONTENT";;;;
"E. van Dijk	12-04-2020 11:19:43	onbekend	E. van Dijk (@EmielVanDijkPVV): RT @_Frummel_: Na het filmpje met de hoofdredacteur van het AD, Hans Nijenhuis, zie je zulke stukjes toch heel anders. Die ""halleluja"" stukjes over Mark Rutte zijn volledig georkestreerd. ""Luister, we kunnen Wilders ook premier maken, je doet het via ons!"" https://t.co/6n2FerPu1l";;;;
"Lilian Helder	12-04-2020 11:16:35	PVV	Lilian Helder (@lilianhelderpvv): Voor iedereen in deze, soms moeilijke tijd: https://t.co/eDXzv5TMFi";;;;
"Hugo de Jonge	12-04-2020 11:15:58	CDA	Hugo de Jonge (@hugodejonge): RT @cdavandaag: Goede Paasdagen! #Pasen2020 https://t.co/KjIBOfznDp";;;;
"Joël Voordewind	12-04-2020 11:05:03	ChristenUnie	Joël Voordewind (@JoelVoordewind): Een mooi Paaszondag iedereen! Als je nog geen digitale kerkdienstlink hebt, kijk dan mee met de Vineyard Amsterdam kerkdienst via deze link: If you don t have a digital church service yet, join Vineyard thru this link below. We start now at 11.00 hour.https://t.co/X9XEbRZTzf";;;;
"Joba van den Berg	12-04-2020 11:01:36	CDA	Joba van den Berg (@JobaCDA): RT @mjrijn: De zorgen onder het zorgpersoneel over de beschikbaarheid van mondmaskers begrijp ik heel goed. Daarom hebben we een nieuw verdeelmodel afgesproken. We zetten alles op alles zodat deze fantastische mensen hun werk veilig kunnen blijven doen. #AlleenSamen https://t.co/oSh2e5B2uG";;;;
"Esther Ouwehand	12-04-2020 11:01:09	PvdD	Esther Ouwehand (@estherouwehand): Prachtig Paasbesluit: verminder het lijden op aarde. Geweldige stap @HenkKrol, heel fijn voor de dieren, de natuur en onze eigen gezondheid! ️ https://t.co/o4LqgoyIzi";;;;
"Lisa Westerveld	12-04-2020 11:00:20	GroenLinks	Lisa Westerveld (@Lisawesterveld): Gisteravond was ik te gast bij Onze man in Deventer”, oftewel ⁦@OzcanAkyol⁩ waar we een leuk gesprek hadden over oa politiek, de Achterhoek en donker bier. Gemist? Het is terug te luisteren op Radio 1  https://t.co/VphLVizUrR";;;;
"Ton van Kesteren	12-04-2020 10:58:47	PVV	Ton van Kesteren (@PVVKesteren): RT @LavieJanRoos: A) Wat een zieke uitspraak. B) Corona aan klimaat koppelen is quatsch. C) Waarom wordt nooit gemeld dat hij activist is. D) Waarom wordt nooit gemeld dat hij erevoorzitter en mede-oprichter van Urgenda is. https://t.co/VgheGWu4yh";;;;
"Ton van Kesteren	12-04-2020 10:57:03	PVV	Ton van Kesteren (@PVVKesteren): RT @geertwilderspvv: Ongelooflijke fatale blunder. Ondanks waarschuwingen stuurde NL toch miljoenen mondkapjes en andere beschermingsmiddelen naar China in februari. Nu grote tekorten in NL en veel zorgmedewerkers besmet. Zeer laakbaar van kabinet. #Corona https://t.co/vE3HLOw6t9 via @volkskrant";;;;
"Ton van Kesteren	12-04-2020 10:56:46	PVV	Ton van Kesteren (@PVVKesteren): RT @geertwilderspvv: Please do! Much appreciated! #Nexit #NEXIT #nexit https://t.co/53I5GROEny";;;;
"Ton van Kesteren	12-04-2020 10:55:48	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 9 April 1921 | Czech Jew Adolf Fischl was born in #Prague. In #Theresienstadt Ghetto from 4 December 1941. Deported to #Auschwitz on 18 May 1944. He did not survive. https://t.co/6nE84MA7pY";;;;
"Ton van Kesteren	12-04-2020 10:55:41	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 8 April 1932 | Polish Jewish girl Debora Chaja Strassberg was born in Narol. She emigrated to Belgium. In 1942 she was deported to #Auschwitz and murdered in a gas chamber. https://t.co/2KPuQAS51O";;;;
"Ton van Kesteren	12-04-2020 10:55:25	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 9 April 1927 | French Jew Bernard Davidowicz was born in #Paris. He arrived at #Auschwitz on 20 September 1942 in a transport of 1,002 Jews deported from Drancy. He was murdered in a gas chamber. https://t.co/oQ1JrbSqn4";;;;
"Ton van Kesteren	12-04-2020 10:55:08	PVV	Ton van Kesteren (@PVVKesteren): RT @TommyKrappweis: Hello, you. Please do follow @AuschwitzMuseum, read daily and retweet every once in a while so we never forget. https://t.co/8i4xqY5XsF";;;;
"Ton van Kesteren	12-04-2020 10:54:41	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 9 April 1934 | Hungarian Jewish girl Hajnal Fried was born in Vilmany. In 1944 she was deported to #Auschwitz and murdered in a gas chamber. https://t.co/N6LVfNAfMh";;;;
"Ton van Kesteren	12-04-2020 10:53:57	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 10 April 1944 | A transport of 935 Italian Jews arrested in Fossoli, Mantua and Verona arrived at #Auschwitz. SS doctors during the selectionsent 701 people to be murdered in a gas chamber. One of them was Attilio della Torre (b. 1873 in Florence). He was 71. https://t.co/t1nAVPbe0o";;;;
"Esther Ouwehand	12-04-2020 10:53:41	PvdD	Esther Ouwehand (@estherouwehand): RT @JantenCate: Henk Krol is vegetariër geworden omdat hij wil bijdragen aan het voorkomen van de volgende pandemie. Geweldig nieuws. Bedankt @HenkKrol! #coronanederland https://t.co/YiRgm6Iu69";;;;
"Ton van Kesteren	12-04-2020 10:53:35	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 10 April 1938 | Romanian Jewish boy Solomon Zeiter was born in Cluj-Napoca. In 1944 he was deported to #Auschwitz and murdered in a gas chamber. He was 6 years old. https://t.co/5zPsa6yAKN";;;;
"Ton van Kesteren	12-04-2020 10:53:31	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 10 April 1922 | Polish Jewish woman Sara Banet was born in Warsaw. She emigrated to Belgium. In 1943 she was deported to #Auschwitz from Malines / Mechelen. She did not survive. https://t.co/tFBmwptSQG";;;;
"Ton van Kesteren	12-04-2020 10:53:09	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 10 April 1929 | German Jewish boy Helmuth Press was born in #Berlin. He arrived at #Auschwitz on 13 January 1942 in a transport of 1,210 Jews deported from Berlin. He was among 1,083 people murdered in gas chamber after the selection. https://t.co/rKEywQUt4P";;;;
"Ton van Kesteren	12-04-2020 10:52:54	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: Their mother Milada Klingerová (b. 1888) and another brother František (b. 1915) were deported from #Theresienstadt to #Auschwitz on 1 October 1944. They did not survive. https://t.co/qUTmpx92I2";;;;
"Ton van Kesteren	12-04-2020 10:52:50	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 11 April 1919 | Czech Jew Karel Klinger was born in Prague. In #Theresienstadt Ghetto from 30 January 1942. He was deported to #Auschwitz with his brother Zdenek on 28 September 1944. They did not survive. https://t.co/DAWbgKI2Fg";;;;
"Ton van Kesteren	12-04-2020 10:52:06	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 11 April 1939 | Hungarian Jewish boy Janos Willheim was born in Salgotarjan. In 1944 he was deported to #Auschwitz and murdered in a gas chamber. He was 5. https://t.co/oHas86OSeB";;;;
"Ton van Kesteren	12-04-2020 10:51:35	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 12 April 1899 | German Jewish woman Irma Meyer was born in #Berlin. She arrived at #Auschwitz on 4 February 1943 in a transport of 952 Jews deported from Berlin. She did not survive. https://t.co/LBbIESZc48";;;;
"Martin Bosma	12-04-2020 10:51:27	PVV	Martin Bosma (@Martinbosma_pvv): RT @Gefira_org: Brussels the heart of Europe: Allahu akbar. Muslims loot police car and steal their weapons. (11-04-2020) https://t.co/APbrY0sudF";;;;
"Ton van Kesteren	12-04-2020 10:51:26	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 11 April 1935 | Hungarian Jewish girl Csibi Szilvia Guttman was born. In May 1944 she was deported to #Auschwitz and murdered in a gas chamber. https://t.co/m444m0cGTD";;;;
"Ton van Kesteren	12-04-2020 10:51:15	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 12 April 1938 | French Jewish girl Irene Cukier was born in #Paris. She arrived at #Auschwitz on 19 August 1942 in a transport of 997 Jews deported from #Drancy. She was among 897 people murdered in gas chambers after the selection. https://t.co/8zolELqjDn";;;;
"Ton van Kesteren	12-04-2020 10:51:00	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 12 April 1930 | Dora Gottfried, a French Jewish girl, was born in #Paris to Chaya and Selig. On 23 August 1942 she was killed in a gas chamber at #Auschwitz she was 12 years old. https://t.co/1ZcCSlBOxh";;;;
"Gabrielle Popken	12-04-2020 10:47:20	onbekend	Gabrielle Popken (@gjfpopken): RT @Kind_vermist: #VermistKindAlert: Nathan Broer (13 jaar) - Met fiets vertrokken vanuit Geldermalsen. Mogelijk in Vlissingen. Jongen,blond, spijkerbroek, zwart vest met reflecterende streep op mouw of groene capuchontrui https://t.co/Fdavq7lNnr https://t.co/BdDAUQdK2a";;;;
"Ministerie van Landbouw, Natuur & Voedselkwaliteit	12-04-2020 10:33:40	onbekend	Ministerie van Landbouw, Natuur & Voedselkwaliteit (@minlnv): Ook tijdens de paasdagen blijven we zoveel mogelijk thuis. De traditionele paasbrunch ruilen we in voor een digitale brunch met familie en vrienden op afstand. Alleen samen krijgen we corona onder controle. Fijne paasdagen. ️ #AlleenSamen #HouVol #Pasen https://t.co/iBOCE0yuK4";;;;
"Martin Bosma	12-04-2020 10:31:23	PVV	Martin Bosma (@Martinbosma_pvv): RT @superjan: Hoe krijg je het voor elkaar? Wel een hint naar Boeddhisme en de Islam en niet naar het Joodse of Christelijke geloof in een Paas-filmpje. Lekker gewerkt @ministerieJenV https://t.co/TsrQ7OyENE";;;;
"Wim-Jan Renkema	12-04-2020 10:31:05	GroenLinks	Wim-Jan Renkema (@wimjanrenkema): ‘De vraag of het waar is, en echt gebeurd, is volkomen irrelevant. Over Pasen als eeuwig verhaal. @remonstranten https://t.co/VGoJR1ojX2";;;;
"Ministerie van Justitie en Veiligheid	12-04-2020 10:23:24	onbekend	Ministerie van Justitie en Veiligheid (@ministerieJenV): Fijne paasdagen  Ook tijdens Pasen blijven we zoveel mogelijk thuis. Ga bijvoorbeeld online paasbrunchen met de familie. #AlleenSamen krijgen we corona onder controle. #HouVol https://t.co/v2EV79oobb";;;;
"Tom van der Lee	12-04-2020 10:20:19	GroenLinks	Tom van der Lee (@TomvanderLee): 'De #corona-economie: ineens zien we wat werkelijk van waarde is' De coronacrisis legt de zwakheden van 't moderne kapitalisme bloot: te veel schuld, matig toezicht & beperkte solidariteit. Welk effect heeft 't virus op de toch al toenemende ongelijkheid? https://t.co/TDH149Nb6E";;;;
"Linda Voortman	12-04-2020 10:12:11	GroenLinks	Linda Voortman (@lindavoortman): Lastige combinatie van eigenschappen voor een Paashaas: goed zijn in originele eierverstopplekken bedenken, maar ook een beetje vergeetachtig zijn... #pasenthuisinutrecht";;;;
"Frank Wassenberg	12-04-2020 09:56:47	PvdD	Frank Wassenberg (@WassenbergFrank): RT @PartijvdDieren: @wwwendies @cdavandaag Bizar inderdaad. Ons Kamerlid @WassenbergFrank heeft er gisteren direct vragen over gesteld aan de minister  https://t.co/AYbv1ESQGt";;;;
"Corrie van Brenk	12-04-2020 09:55:32	50Plus	Corrie van Brenk (@CvanBrenk): RT @AndreaBocelli: A solo performance from Andrea Bocelli, representing a message of love, healing and hope to Italy and the world.";;;;
"Machiel de Graaf 🇳🇱	12-04-2020 09:49:59	onbekend	Machiel de Graaf 🇳🇱 (@GraafdeMachiel): Binnenhof en Plein op een stille paasochtend. Iedereen mooie Paasdagen gewenst! https://t.co/DTYCBH1BtM";;;;
"Ministerie van Sociale Zaken & Werkgelegenheid	12-04-2020 09:45:29	onbekend	Ministerie van Sociale Zaken & Werkgelegenheid (@MinisterieSZW): Ook tijdens Pasen blijven we zo veel mogelijk thuis. Fijne paasdagen! Alleen samen krijgen we corona onder controle. #AlleenSamen #HouVol #Pasen https://t.co/UB91eOpTts";;;;
"Corrie van Brenk	12-04-2020 09:44:34	50Plus	Corrie van Brenk (@CvanBrenk): Schaamteloos https://t.co/nLzXFq9QuK";;;;
"Martijn van Helvert🇳🇱🇪🇺	12-04-2020 09:43:46	onbekend	Martijn van Helvert🇳🇱🇪🇺 (@Martijncda): Zalig Pasen! KortelijnmetMartijn https://t.co/hvDw75htFC";;;;
"Martin van Rooijen	12-04-2020 09:41:59	50Plus	Martin van Rooijen (@MvRooijen): Kaarsen opgestoken in de kleine Mariakapel van de H Willibrorduskerk in Oegstgeest. Naast de gesloten deur van de kerk. https://t.co/emf3T9QFFO";;;;
"Corrie van Brenk	12-04-2020 09:39:42	50Plus	Corrie van Brenk (@CvanBrenk): RT @Peter_Schut: Fijne paas dagen https://t.co/4MzIQ2Orwg";;;;
"Martijn van Helvert🇳🇱🇪🇺	12-04-2020 09:38:43	onbekend	Martijn van Helvert🇳🇱🇪🇺 (@Martijncda): RT @cdavandaag: Goede Paasdagen! #Pasen2020 https://t.co/KjIBOfznDp";;;;
"Mona Keijzer	12-04-2020 09:33:54	CDA	Mona Keijzer (@MonaKeijzer): Zalig Pasen! https://t.co/zZKAPriPeD";;;;
"Geert Wilders	12-04-2020 09:32:22	PVV	Geert Wilders (@geertwilderspvv): RT @geertwilderspvv: Namens de #PVV wens ik iedereen een Zalig #Pasen! #paasdagen #paasweekend #paashaas #Pasen2020 https://t.co/i7eIIQj6ug";;;;
"Joba van den Berg	12-04-2020 09:24:40	CDA	Joba van den Berg (@JobaCDA): En met pastoor #FonsvanHees Zalig Pasen! @omroepzeeland https://t.co/EselQhb3MR";;;;
"Joba van den Berg	12-04-2020 09:12:07	CDA	Joba van den Berg (@JobaCDA): Mijn man en ik volgen de #oecumenische kerkdienst bij @omroepzeeland uitgezonden vanuit de RK kerk in #Ovezande met dominee #ArievanderMaas als voorganger. We wensen u gezegende #Paasdagen ! https://t.co/9wj3UMifQ4";;;;
"Farid Azarkan	12-04-2020 09:10:43	DENK	Farid Azarkan (@F_azarkan): RT @vitaenluc: Nathan (13) uit Geldermalsen al twee dagen vermist https://t.co/MBJKY8upbj via @Telegraaf";;;;
"Farid Azarkan	12-04-2020 09:09:59	DENK	Farid Azarkan (@F_azarkan): Wat een leuke vraag Henk. Heb ik jou al verteld dat ik jou een waardige fractievoorzitter vind en dat jij je kiezers op een excellente wijze vertegenwoordigt? En dat jij op een integere manier aandacht vraagt voor de uitdagingen van de ouderen. Chapeau Henk! https://t.co/iAye3E6ZuI";;;;
"Joba van den Berg	12-04-2020 09:09:35	CDA	Joba van den Berg (@JobaCDA): We volgen de #oecumenische kerkdienst bij @omroepzeeland uitgezonden vanuit de RK kerk in #Ovezande met dominee #ArievanderMaas als voorganger https://t.co/cOiOvMqG3w";;;;
"Corrie van Brenk	12-04-2020 09:07:28	50Plus	Corrie van Brenk (@CvanBrenk): RT @TheDutchYinzer: Mijn neefje wordt vermist sinds donderdag 9 april. Wil iedereen dit zoveel mogelijk delen! https://t.co/CFA2i6vtgV";;;;
"Jessica Van Eijs	12-04-2020 09:02:15	D66	Jessica Van Eijs (@JessicaVanEijs): Mooi! Videobellen om eenzaamheid doven tegen te gaan: 'We leren van elkaar' /via @NOS https://t.co/BThwTjHUie";;;;
"Ministerie IenW	12-04-2020 08:59:03	onbekend	Ministerie IenW (@MinIenW): Dit jaar schuiven we digitaal bij elkaar aan voor een lekker paasmaal. Want alleen samen krijgen we corona onder controle. Fijne #paasdagen!  #AlleenSamen #HouVol https://t.co/YQF0xGxPTd";;;;
"Corrie van Brenk	12-04-2020 08:50:12	50Plus	Corrie van Brenk (@CvanBrenk): RT @josdeblok: Een te hoog beschermingsniveau zegt de Gouw van de GGD: dat moeten we voorkomen!! Een te HOOG beschermingsniveau!! Echt waar! RIVM en GGD: waar zijn jullie mee bezig. Stop met die politieke uitspraken en zorg dat zorgverleners en patiënten zo goed mogelijk beschermd worden!";;;;
"Anne Kuik	12-04-2020 08:45:21	CDA	Anne Kuik (@AnneKuik): RT @cdavandaag: Goede Paasdagen! #Pasen2020 https://t.co/KjIBOfznDp";;;;
"Henk Krol	12-04-2020 08:45:11	50Plus	Henk Krol (@HenkKrol): Vraagje. Het lijkt erop dat door de corona-crisis aardige mensen aardiger worden en narrige mensen narriger. Hebben jullie dat gevoel ook?";;;;
"Dilan #blijftthuis	12-04-2020 08:43:17	onbekend	Dilan #blijftthuis (@DilanYesilgoz): Fijn Pasen! Bij ons thuis is het traditie dat de hele familie met Pasen bij mij komt brunchen. Dit jaar passen we de traditie een beetje aan en hebben we straks een zoompaasbrunch. Beetje saai, maar scheelt wel afwas . Blijf thuis en maak er iets moois van. https://t.co/OCr4R674KA";;;;
"Partij voor de Dieren	12-04-2020 08:42:03	onbekend	Partij voor de Dieren (@PartijvdDieren): RT @VGenPensioen: Surely the link between abusing animals and the world's health is now clear | Nick Cohen https://t.co/GapsykbEY4";;;;
"Tom van der Lee	12-04-2020 08:40:30	GroenLinks	Tom van der Lee (@TomvanderLee): RT @TomvanderLee: Parijs & Berlijn hebben hun naam toegevoegd aan ‘n groeiende lijst van EU-ministers van #klimaat & #Milieu, die er op aandringen om de Europese #GreenDeal centraal te stellen in ‘t EU-herstelplan na de #corona-pandemie. Dit is hun gezamenlijke opiniestuk https://t.co/TtXVzXIYNB";;;;
"Corrie van Brenk	12-04-2020 08:37:54	50Plus	Corrie van Brenk (@CvanBrenk): RT @ReneSteenhorst: Corona love....Corona love.... https://t.co/ShlhBcpR7L";;;;
"Gert-Jan Segers	12-04-2020 08:36:56	ChristenUnie	Gert-Jan Segers (@gertjansegers): The rule has been disproved The stone - it has been moved The grave is now a groove All debts are removed. Oh, can't you see what love has done? Oh, can't you see what love has done? What it's doing to me? (Window in the Skies - U2) De Opstanding - Marc Chagall https://t.co/B2GcRXpS9B";;;;
"Ministerie van Economische Zaken en Klimaat	12-04-2020 08:34:48	onbekend	Ministerie van Economische Zaken en Klimaat (@MinisterieEZK): Blijf zoveel mogelijk thuis. Ook met de paasdagen. #AlleenSamen https://t.co/6hRdNPooAT";;;;
"CDA	12-04-2020 08:34:47	onbekend	CDA (@cdavandaag): Goede Paasdagen! #Pasen2020 https://t.co/KjIBOfznDp";;;;
"Corrie van Brenk	12-04-2020 08:31:57	50Plus	Corrie van Brenk (@CvanBrenk): RT @ErikZwareShag: https://t.co/M05CVHbXkD";;;;
"Partij voor de Dieren	12-04-2020 08:31:01	onbekend	Partij voor de Dieren (@PartijvdDieren): RT @FonsGeraets: Zondag 11 uur De Stemming! Tys v Elk @LIOF & @RonvanBaden FNV over impact #corona op de economie"; 2e Kamerlid @WassenbergFrank (PvdD) over onze omgang met dieren; @MarcJosten1 duidt berichtgeving vd media; verslag vanuit Frankrijk; column Jos van Wersch. #L1 Radio 95.3 + 100.3 FM https://t.co/BC72D600mg
"Wybren van Haga	12-04-2020 08:06:46	Van Haga	Wybren van Haga (@WybrenvanHaga): RT @GeertOe75573471: @WybrenvanHaga @l_ruigrok @fvdemocratie @thierrybaudet @geertwilderspvv Ja dat is een zeer goed idee om de economie weer opgestart en veel ondernemers staat het water tot aan de lippen of er al boven de economie moet zo snel kan weer opstarten om nog meer faillissementen te voor komen";;;;
"GroenLinks	12-04-2020 08:05:49	onbekend	GroenLinks (@groenlinks): Als je het viert: Fijn Pasen!  #Pasen #ikblijfthuis https://t.co/GTGWoC3Xbm";;;;
"Geert Wilders	12-04-2020 08:04:01	PVV	Geert Wilders (@geertwilderspvv): RT @geertwilderspvv: Namens de #PVV wens ik iedereen een Zalig #Pasen! #paasdagen #paasweekend #paashaas #Pasen2020 https://t.co/i7eIIQj6ug";;;;
"Ton van Kesteren	12-04-2020 07:57:59	PVV	Ton van Kesteren (@PVVKesteren): ‘Utopie=95% v energie door zon en wind op te wekken. Bij windstil en donker weer is de volledige fossiele energiecapaciteit nodig om maatschappij draaiende te houden. Mogelijke uitspraak rechter:prov./gem., bedenk iets anders om aan klimaatwet te voldoen . https://t.co/iDoCWmN2Hu";;;;
"Kees Verhoeven	12-04-2020 07:39:48	D66	Kees Verhoeven (@KeesVee): Sinds 2008 zitten we in een onvoorspelbare schuldeneconomie met ongekend lage rentes. Maar zolang de inflatie niet stijgt en de euro niet wegzakt, is er niets aan de hand en moeten we juist blijven consumenten. Vrolijk Pasen.  https://t.co/8xfXT01Z77";;;;
"Peter Kwint	12-04-2020 07:34:41	SP	Peter Kwint (@peterkwint): Zeg dat je niet hoeft te gaan schat #FM2020 https://t.co/zCRgJc0rWL";;;;
"Frank Wassenberg	12-04-2020 05:16:09	PvdD	Frank Wassenberg (@WassenbergFrank): RT @FonsGeraets: Zondag 11 uur De Stemming! Tys v Elk @LIOF & @RonvanBaden FNV over impact #corona op de economie"; 2e Kamerlid @WassenbergFrank (PvdD) over onze omgang met dieren; @MarcJosten1 duidt berichtgeving vd media; verslag vanuit Frankrijk; column Jos van Wersch. #L1 Radio 95.3 + 100.3 FM https://t.co/BC72D600mg
